ts,level,level_rate,ai_s,risk_score
2025-12-19 13:45:30,49.210,52.93000,21600.000,10.0
2025-12-19 13:45:35,58.150,78.73000,21600.000,10.0
2025-12-19 13:45:40,23.460,68.05000,21600.000,10.0
2025-12-19 13:45:45,54.950,39.45000,21600.000,10.0
2025-12-19 13:45:50,39.130,48.18000,21600.000,10.0
2025-12-19 13:45:55,99.690,76.98000,21600.000,10.0
2025-12-19 13:46:00,73.240,21.30000,21600.000,10.0
2025-12-19 13:46:05,2.680,40.68000,21600.000,10.0
2025-12-19 13:46:10,86.910,63.62000,21600.000,10.0
2025-12-19 13:46:15,12.300,98.38000,21600.000,10.0
2025-12-19 13:46:20,10.070,52.67000,21600.000,10.0
2025-12-19 13:46:25,69.370,40.50000,21600.000,10.0
2025-12-19 13:46:30,94.240,21.09000,21600.000,10.0
2025-12-19 13:46:35,54.840,75.59000,21600.000,10.0
2025-12-19 13:46:40,19.080,45.25000,21600.000,10.0
2025-12-19 13:46:45,76.730,52.23000,21600.000,10.0
2025-12-19 13:46:50,67.280,38.77000,21600.000,10.0
2025-12-19 13:46:55,79.110,35.61000,21600.000,10.0
2025-12-19 13:47:00,11.980,11.48000,21600.000,10.0
2025-12-19 13:47:05,9.950,35.56000,21600.000,10.0
2025-12-19 13:47:10,34.050,69.88000,21600.000,10.0
2025-12-19 13:47:15,19.760,5.03000,21600.000,10.0
2025-12-19 13:47:20,27.340,98.63000,21600.000,10.0
2025-12-19 13:47:25,5.280,55.43000,21600.000,10.0
2025-12-19 13:47:30,82.390,80.39000,21600.000,10.0
2025-12-19 13:47:35,75.470,70.74000,21600.000,10.0
2025-12-19 13:47:40,91.440,48.88000,21600.000,10.0
2025-12-19 13:47:45,29.730,16.74000,21600.000,10.0
2025-12-19 13:47:50,38.680,49.17000,21600.000,10.0
2025-12-19 13:47:55,16.800,97.44000,21600.000,10.0
2025-12-19 13:48:00,28.700,28.40000,21600.000,10.0
2025-12-19 13:48:05,27.190,93.82000,21600.000,10.0
2025-12-19 13:48:10,89.040,92.93000,21600.000,10.0
2025-12-19 13:48:15,50.370,54.73000,21600.000,10.0
2025-12-19 13:48:20,95.530,40.13000,21600.000,10.0
2025-12-19 13:48:25,44.700,62.59000,21600.000,10.0
2025-12-19 13:48:30,99.320,79.19000,21600.000,10.0
2025-12-19 13:48:35,72.450,88.28000,21600.000,10.0
2025-12-19 13:48:40,61.420,39.67000,21600.000,10.0
2025-12-19 13:48:45,2.770,0.40000,21600.000,10.0
2025-12-19 13:48:50,93.060,44.66000,21600.000,10.0
2025-12-19 13:48:55,26.690,51.11000,21600.000,10.0
2025-12-19 13:49:00,11.790,16.47000,21600.000,10.0
2025-12-19 13:49:05,52.370,1.52000,21600.000,10.0
2025-12-19 13:49:10,34.380,1.89000,21600.000,10.0
2025-12-19 13:49:15,27.950,96.69000,21600.000,10.0
2025-12-19 13:49:20,22.220,21.92000,21600.000,10.0
2025-12-19 13:49:25,76.910,22.86000,21600.000,10.0
2025-12-19 13:49:30,80.080,53.65000,21600.000,10.0
2025-12-19 13:49:35,51.350,20.22000,21600.000,10.0
2025-12-19 13:49:40,56.490,89.83000,21600.000,10.0
2025-12-19 13:49:45,98.170,39.43000,21600.000,10.0
2025-12-19 13:49:50,34.660,66.84000,21600.000,10.0
2025-12-19 13:49:55,79.540,97.12000,21600.000,10.0
2025-12-19 13:50:00,54.810,35.48000,21600.000,10.0
2025-12-19 13:50:05,26.080,16.77000,21600.000,10.0
2025-12-19 13:50:10,0.510,31.86000,21600.000,10.0
2025-12-19 13:50:15,69.590,79.73000,21600.000,10.0
2025-12-19 13:50:20,32.030,97.73000,21600.000,10.0
2025-12-19 13:50:25,64.190,3.09000,21600.000,10.0
2025-12-19 13:50:30,25.220,78.35000,21600.000,10.0
2025-12-19 13:50:35,87.920,0.80000,21600.000,10.0
2025-12-19 13:50:40,37.960,32.84000,21600.000,10.0
2025-12-19 13:50:45,3.350,45.18000,21600.000,10.0
2025-12-19 13:50:50,56.370,23.24000,21600.000,10.0
2025-12-19 13:50:55,31.050,30.15000,21600.000,10.0
2025-12-19 13:51:00,67.210,83.87000,21600.000,10.0
2025-12-19 13:51:05,64.340,9.20000,21600.000,10.0
2025-12-19 13:51:10,52.500,70.39000,21600.000,10.0
2025-12-19 13:51:15,9.230,1.34000,21600.000,10.0
2025-12-19 13:51:20,59.450,36.77000,21600.000,10.0
2025-12-19 13:51:25,11.700,90.80000,21600.000,10.0
2025-12-19 13:51:30,20.690,40.82000,21600.000,10.0
2025-12-19 13:51:35,26.580,79.49000,21600.000,10.0
2025-12-19 13:51:40,12.290,59.84000,21600.000,10.0
2025-12-19 13:51:45,81.640,25.73000,21600.000,10.0
2025-12-19 13:51:50,66.250,34.11000,21600.000,10.0
2025-12-19 13:51:55,60.180,91.47000,21600.000,10.0
2025-12-19 13:52:00,49.570,41.87000,21600.000,10.0
2025-12-19 13:52:05,7.390,53.74000,21600.000,10.0
2025-12-19 13:52:10,43.890,98.57000,21600.000,10.0
2025-12-19 13:52:15,7.690,62.48000,21600.000,10.0
2025-12-19 13:52:20,9.620,0.97000,21600.000,10.0
2025-12-19 13:52:25,85.260,58.94000,21600.000,10.0
2025-12-19 13:52:30,80.580,65.52000,21600.000,10.0
2025-12-19 13:52:35,43.070,39.68000,21600.000,10.0
2025-12-19 13:52:40,83.670,89.68000,21600.000,10.0
2025-12-19 13:52:45,96.180,14.13000,21600.000,10.0
2025-12-19 13:52:50,66.510,61.39000,21600.000,10.0
2025-12-19 13:52:55,58.410,47.52000,21600.000,10.0
2025-12-19 13:53:00,95.590,71.80000,21600.000,10.0
2025-12-19 13:53:05,47.530,92.39000,21600.000,10.0
2025-12-19 13:53:11,21.140,99.72000,21600.000,10.0
2025-12-19 13:53:16,70.010,2.03000,21600.000,10.0
2025-12-19 13:53:21,23.670,92.48000,21600.000,10.0
2025-12-19 13:53:26,96.150,33.27000,21600.000,10.0
2025-12-19 13:53:31,17.240,89.51000,21600.000,10.0
2025-12-19 13:53:36,39.890,91.55000,21600.000,10.0
2025-12-19 13:53:41,22.900,0.22000,21600.000,10.0
2025-12-19 13:53:46,40.160,50.65000,21600.000,10.0
2025-12-19 13:53:51,2.130,49.97000,21600.000,10.0
2025-12-19 13:53:56,59.280,47.36000,21600.000,10.0
2025-12-19 13:54:01,52.180,22.18000,21600.000,10.0
2025-12-19 13:54:06,7.440,75.29000,21600.000,10.0
2025-12-19 13:54:11,70.650,1.49000,21600.000,10.0
2025-12-19 13:54:16,1.940,52.13000,21600.000,10.0
2025-12-19 13:54:21,63.160,12.53000,21600.000,10.0
2025-12-19 13:54:26,20.320,13.67000,21600.000,10.0
2025-12-19 13:54:31,51.480,10.35000,21600.000,10.0
2025-12-19 13:54:36,21.390,54.27000,21600.000,10.0
2025-12-19 13:54:41,63.660,72.39000,21600.000,10.0
2025-12-19 13:54:46,98.390,61.91000,21600.000,10.0
2025-12-19 13:54:51,65.730,74.10000,21600.000,10.0
2025-12-19 13:54:56,78.440,90.24000,21600.000,10.0
2025-12-19 13:55:01,48.510,94.80000,21600.000,10.0
2025-12-19 13:55:06,64.270,10.31000,21600.000,10.0
2025-12-19 13:55:11,48.380,81.41000,21600.000,10.0
2025-12-19 13:55:16,97.610,21.31000,21600.000,10.0
2025-12-19 13:55:21,5.440,32.02000,21600.000,10.0
2025-12-19 13:55:26,9.540,11.64000,21600.000,10.0
2025-12-19 13:55:31,57.290,39.09000,21600.000,10.0
2025-12-19 13:55:36,97.860,85.52000,21600.000,10.0
2025-12-19 13:55:41,82.880,87.67000,21600.000,10.0
2025-12-19 13:55:46,29.120,5.64000,21600.000,10.0
2025-12-19 13:55:51,66.880,82.53000,21600.000,10.0
2025-12-19 13:55:56,46.720,57.48000,21600.000,10.0
2025-12-19 13:56:01,56.080,12.19000,21600.000,10.0
2025-12-19 13:56:06,95.650,31.85000,21600.000,10.0
2025-12-19 13:56:11,20.830,72.11000,21600.000,10.0
2025-12-19 13:56:16,65.220,27.44000,21600.000,10.0
2025-12-19 13:56:21,6.870,45.38000,21600.000,10.0
2025-12-19 13:56:26,62.970,53.57000,21600.000,10.0
2025-12-19 13:56:31,2.450,17.10000,21600.000,10.0
2025-12-19 13:56:36,62.810,6.22000,21600.000,10.0
2025-12-19 13:56:41,11.450,82.98000,21600.000,10.0
2025-12-19 13:56:46,99.150,7.35000,21600.000,10.0
2025-12-19 13:56:51,62.110,91.92000,21600.000,10.0
2025-12-19 13:56:56,54.920,19.71000,21600.000,10.0
2025-12-19 13:57:01,55.850,10.16000,21600.000,10.0
2025-12-19 13:57:06,68.970,92.68000,21600.000,10.0
2025-12-19 13:57:11,49.820,75.03000,21600.000,10.0
2025-12-19 13:57:16,34.540,66.57000,21600.000,10.0
2025-12-19 13:57:21,65.490,92.64000,21600.000,10.0
2025-12-19 13:57:26,41.850,2.40000,21600.000,10.0
2025-12-19 13:57:31,65.540,31.44000,21600.000,10.0
2025-12-19 13:57:36,38.260,75.00000,21600.000,10.0
2025-12-19 13:57:41,97.930,72.12000,21600.000,10.0
2025-12-19 13:57:46,47.490,13.84000,21600.000,10.0
2025-12-19 13:57:51,55.280,98.54000,21600.000,10.0
2025-12-19 13:57:56,37.610,14.21000,21600.000,10.0
2025-12-19 13:58:01,74.630,40.16000,21600.000,10.0
2025-12-19 13:58:06,57.460,32.60000,21600.000,10.0
2025-12-19 13:58:11,92.000,79.77000,21600.000,10.0
2025-12-19 13:58:16,73.890,71.09000,21600.000,10.0
2025-12-19 13:58:21,55.350,80.58000,21600.000,10.0
2025-12-19 13:58:26,79.920,94.02000,21600.000,10.0
2025-12-19 13:58:31,4.940,95.22000,21600.000,10.0
2025-12-19 13:58:36,23.680,16.17000,21600.000,10.0
2025-12-19 13:58:41,52.210,85.62000,21600.000,10.0
2025-12-19 13:58:46,61.980,11.57000,21600.000,10.0
2025-12-19 13:58:51,44.600,89.60000,21600.000,10.0
2025-12-19 13:58:56,1.460,54.36000,21600.000,10.0
2025-12-19 13:59:01,36.530,39.87000,21600.000,10.0
2025-12-19 13:59:06,49.910,78.46000,21600.000,10.0
2025-12-19 13:59:11,45.130,25.05000,21600.000,10.0
2025-12-19 13:59:16,93.710,87.96000,21600.000,10.0
2025-12-19 13:59:21,19.800,0.86000,21600.000,10.0
2025-12-19 13:59:26,75.080,27.80000,21600.000,10.0
2025-12-19 13:59:31,14.010,50.16000,21600.000,10.0
2025-12-19 13:59:36,40.410,7.45000,21600.000,10.0
2025-12-19 13:59:41,7.310,26.08000,21600.000,10.0
2025-12-19 13:59:46,86.370,81.66000,21600.000,10.0
2025-12-19 13:59:51,62.950,66.01000,21600.000,10.0
2025-12-19 13:59:56,3.590,56.28000,21600.000,10.0
2025-12-19 14:00:01,45.460,86.27000,21600.000,10.0
2025-12-19 14:00:06,87.560,65.93000,21600.000,10.0
2025-12-19 14:00:11,60.010,52.97000,21600.000,10.0
2025-12-19 14:00:16,30.620,2.78000,21600.000,10.0
2025-12-19 14:00:21,24.140,57.85000,21600.000,10.0
2025-12-19 14:00:26,33.120,42.46000,21600.000,10.0
2025-12-19 14:00:31,11.710,89.93000,21600.000,10.0
2025-12-19 14:00:36,10.640,85.84000,21600.000,10.0
2025-12-19 14:00:41,18.210,32.14000,21600.000,10.0
2025-12-19 14:00:46,14.170,34.98000,21600.000,10.0
2025-12-19 14:00:51,57.800,82.92000,21600.000,10.0
2025-12-19 14:00:56,76.810,79.65000,21600.000,10.0
2025-12-19 14:01:01,84.450,93.02000,21600.000,10.0
2025-12-19 14:01:06,78.210,33.75000,21600.000,10.0
2025-12-19 14:01:11,26.240,78.03000,21600.000,10.0
2025-12-19 14:01:16,56.060,8.86000,21600.000,10.0
2025-12-19 14:01:21,39.320,23.19000,21600.000,10.0
2025-12-19 14:01:26,12.840,11.61000,21600.000,10.0
2025-12-19 14:01:31,17.850,57.50000,21600.000,10.0
2025-12-19 14:01:36,25.730,88.42000,21600.000,10.0
2025-12-19 14:01:41,33.090,35.20000,21600.000,10.0
2025-12-19 14:01:46,51.600,35.73000,21600.000,10.0
2025-12-19 14:01:51,23.340,78.75000,21600.000,10.0
2025-12-19 14:01:56,41.340,54.99000,21600.000,10.0
2025-12-19 14:02:01,80.660,39.13000,21600.000,10.0
2025-12-19 14:02:06,66.210,3.59000,21600.000,10.0
2025-12-19 14:02:11,27.620,82.19000,21600.000,10.0
2025-12-19 14:02:16,17.840,76.70000,21600.000,10.0
2025-12-19 14:02:21,80.400,23.48000,21600.000,10.0
2025-12-19 14:02:26,38.750,30.55000,21600.000,10.0
2025-12-19 14:02:31,46.040,12.33000,21600.000,10.0
2025-12-19 14:02:36,5.360,14.25000,21600.000,10.0
2025-12-19 14:02:41,81.960,0.38000,21600.000,10.0
2025-12-19 14:02:46,22.460,98.89000,21600.000,10.0
2025-12-19 14:02:51,66.870,78.28000,21600.000,10.0
2025-12-19 14:02:56,7.180,94.81000,21600.000,10.0
2025-12-19 14:03:01,52.740,40.72000,21600.000,10.0
2025-12-19 14:03:06,59.290,64.42000,21600.000,10.0
2025-12-19 14:03:11,57.930,76.84000,21600.000,10.0
2025-12-19 14:03:16,50.480,52.88000,21600.000,10.0
2025-12-19 14:03:21,74.880,4.79000,21600.000,10.0
2025-12-19 14:03:26,16.900,52.67000,21600.000,10.0
2025-12-19 14:03:31,94.500,72.16000,21600.000,10.0
2025-12-19 14:03:36,26.290,8.88000,21600.000,10.0
2025-12-19 14:03:41,16.980,88.64000,21600.000,10.0
2025-12-19 14:03:46,50.540,61.97000,21600.000,10.0
2025-12-19 14:03:51,52.460,91.62000,21600.000,10.0
2025-12-19 14:03:56,94.160,17.35000,21600.000,10.0
2025-12-19 14:04:01,75.470,71.16000,21600.000,10.0
2025-12-19 14:04:06,55.020,14.88000,21600.000,10.0
2025-12-19 14:04:11,30.920,98.77000,21600.000,10.0
2025-12-19 14:04:16,63.110,6.60000,21600.000,10.0
2025-12-19 14:04:21,49.240,21.62000,21600.000,10.0
2025-12-19 14:04:26,19.510,58.81000,21600.000,10.0
2025-12-19 14:04:31,31.190,41.67000,21600.000,10.0
2025-12-19 14:04:36,97.020,96.55000,21600.000,10.0
2025-12-19 14:04:41,75.640,44.69000,21600.000,10.0
2025-12-19 14:04:46,41.490,32.33000,21600.000,10.0
2025-12-19 14:04:51,12.360,71.84000,21600.000,10.0
2025-12-19 14:04:56,95.550,58.60000,21600.000,10.0
2025-12-19 14:05:01,84.150,93.44000,21600.000,10.0
2025-12-19 14:05:06,9.870,28.73000,21600.000,10.0
2025-12-19 14:05:11,49.630,74.87000,21600.000,10.0
2025-12-19 14:05:16,92.660,1.43000,21600.000,10.0
2025-12-19 14:05:21,86.610,93.56000,21600.000,10.0
2025-12-19 14:05:26,13.010,51.45000,21600.000,10.0
2025-12-19 14:05:31,18.380,45.05000,21600.000,10.0
2025-12-19 14:05:36,22.980,11.62000,21600.000,10.0
2025-12-19 14:05:41,71.510,15.62000,21600.000,10.0
2025-12-19 14:05:46,6.590,28.99000,21600.000,10.0
2025-12-19 14:05:51,24.190,60.11000,21600.000,10.0
2025-12-19 14:05:56,57.360,8.57000,21600.000,10.0
2025-12-19 14:06:01,77.950,91.86000,21600.000,10.0
2025-12-19 14:06:06,2.990,70.35000,21600.000,10.0
2025-12-19 14:06:11,4.770,20.06000,21600.000,10.0
2025-12-19 14:06:16,70.910,17.80000,21600.000,10.0
2025-12-19 14:06:21,0.260,63.82000,21600.000,10.0
2025-12-19 14:06:26,46.310,67.08000,21600.000,10.0
2025-12-19 14:06:31,44.600,86.76000,21600.000,10.0
2025-12-19 14:06:36,5.750,77.23000,21600.000,10.0
2025-12-19 14:06:41,8.350,70.06000,21600.000,10.0
2025-12-19 14:06:46,80.890,24.97000,21600.000,10.0
2025-12-19 14:06:51,24.910,73.26000,21600.000,10.0
2025-12-19 14:06:56,81.330,66.82000,21600.000,10.0
2025-12-19 14:07:01,93.050,40.55000,21600.000,10.0
2025-12-19 14:07:06,53.100,63.11000,21600.000,10.0
2025-12-19 14:07:11,65.880,34.80000,21600.000,10.0
2025-12-19 14:07:16,32.420,41.47000,21600.000,10.0
2025-12-19 14:07:21,99.880,83.74000,21600.000,10.0
2025-12-19 14:07:26,0.780,57.15000,21600.000,10.0
2025-12-19 14:07:31,96.820,74.19000,21600.000,10.0
2025-12-19 14:07:36,45.840,51.50000,21600.000,10.0
2025-12-19 14:07:41,77.530,66.47000,21600.000,10.0
2025-12-19 14:07:46,98.680,19.49000,21600.000,10.0
2025-12-19 14:07:51,42.160,80.50000,21600.000,10.0
2025-12-19 14:07:56,41.770,86.61000,21600.000,10.0
2025-12-19 14:08:01,16.170,95.55000,21600.000,10.0
2025-12-19 14:08:06,91.710,7.01000,21600.000,10.0
2025-12-19 14:08:11,60.940,53.33000,21600.000,10.0
2025-12-19 14:08:16,50.300,32.55000,21600.000,10.0
2025-12-19 14:08:21,85.920,65.48000,21600.000,10.0
2025-12-19 14:08:26,99.420,59.36000,21600.000,10.0
2025-12-19 14:08:31,9.840,74.28000,21600.000,10.0
2025-12-19 14:08:36,33.490,77.56000,21600.000,10.0
2025-12-19 14:08:41,47.130,67.57000,21600.000,10.0
2025-12-19 14:08:46,43.650,26.34000,21600.000,10.0
2025-12-19 14:08:51,38.890,83.93000,21600.000,10.0
2025-12-19 14:08:56,58.890,54.06000,21600.000,10.0
2025-12-19 14:09:01,68.750,55.69000,21600.000,10.0
2025-12-19 14:09:06,38.850,74.59000,21600.000,10.0
2025-12-19 14:09:11,26.730,64.45000,21600.000,10.0
2025-12-19 14:09:16,63.270,38.69000,21600.000,10.0
2025-12-19 14:09:21,73.660,7.95000,21600.000,10.0
2025-12-19 14:09:26,14.370,90.50000,21600.000,10.0
2025-12-19 14:09:31,12.600,73.53000,21600.000,10.0
2025-12-19 14:09:36,33.400,98.12000,21600.000,10.0
2025-12-19 14:09:41,46.660,66.56000,21600.000,10.0
2025-12-19 14:09:46,92.650,36.58000,21600.000,10.0
2025-12-19 14:09:51,47.680,37.98000,21600.000,10.0
2025-12-19 14:09:56,16.080,49.98000,21600.000,10.0
2025-12-19 14:10:01,37.790,2.41000,21600.000,10.0
2025-12-19 14:10:06,62.270,89.32000,21600.000,10.0
2025-12-19 14:10:11,31.630,47.47000,21600.000,10.0
2025-12-19 14:10:16,67.240,31.21000,21600.000,10.0
2025-12-19 14:10:21,81.200,44.49000,21600.000,10.0
2025-12-19 14:10:26,75.110,96.33000,21600.000,10.0
2025-12-19 14:10:31,62.020,9.46000,21600.000,10.0
2025-12-19 14:10:36,64.580,50.81000,21600.000,10.0
2025-12-19 14:10:41,1.420,72.37000,21600.000,10.0
2025-12-19 14:10:46,37.960,82.23000,21600.000,10.0
2025-12-19 14:10:51,45.900,20.36000,21600.000,10.0
2025-12-19 14:10:56,59.940,8.51000,21600.000,10.0
2025-12-19 14:11:01,91.190,62.04000,21600.000,10.0
2025-12-19 14:11:06,7.480,83.07000,21600.000,10.0
2025-12-19 14:11:11,2.100,97.70000,21600.000,10.0
2025-12-19 14:11:16,78.900,83.18000,21600.000,10.0
2025-12-19 14:11:21,70.770,38.49000,21600.000,10.0
2025-12-19 14:11:26,88.070,68.26000,21600.000,10.0
2025-12-19 14:11:31,16.860,13.74000,21600.000,10.0
2025-12-19 14:11:36,9.100,95.32000,21600.000,10.0
2025-12-19 14:11:41,38.920,85.92000,21600.000,10.0
2025-12-19 14:11:46,42.650,9.68000,21600.000,10.0
2025-12-19 14:11:51,66.010,79.62000,21600.000,10.0
2025-12-19 14:11:56,40.570,3.23000,21600.000,10.0
2025-12-19 14:12:01,27.740,27.84000,21600.000,10.0
2025-12-19 14:12:06,48.830,34.96000,21600.000,10.0
2025-12-19 14:12:11,36.150,8.15000,21600.000,10.0
2025-12-19 14:12:16,56.260,19.76000,21600.000,10.0
2025-12-19 14:12:21,22.160,46.85000,21600.000,10.0
2025-12-19 14:12:26,66.550,9.18000,21600.000,10.0
2025-12-19 14:12:31,27.790,1.09000,21600.000,10.0
2025-12-19 14:12:36,74.680,24.75000,21600.000,10.0
2025-12-19 14:12:41,35.740,95.74000,21600.000,10.0
2025-12-19 14:12:46,61.890,26.58000,21600.000,10.0
2025-12-19 14:12:51,45.650,7.87000,21600.000,10.0
2025-12-19 14:12:56,47.370,44.24000,21600.000,10.0
2025-12-19 14:13:01,47.700,62.48000,21600.000,10.0
2025-12-19 14:13:06,77.160,20.33000,21600.000,10.0
2025-12-19 14:13:11,46.620,78.52000,21600.000,10.0
2025-12-19 14:13:16,88.730,58.45000,21600.000,10.0
2025-12-19 14:13:21,4.800,26.74000,21600.000,10.0
2025-12-19 14:13:26,96.420,67.34000,21600.000,10.0
2025-12-19 14:13:31,53.540,4.62000,21600.000,10.0
2025-12-19 14:13:36,25.040,47.93000,21600.000,10.0
2025-12-19 14:13:41,96.080,43.87000,21600.000,10.0
2025-12-19 14:13:46,11.470,7.37000,21600.000,10.0
2025-12-19 14:13:51,11.140,26.09000,21600.000,10.0
2025-12-19 14:13:56,80.270,21.96000,21600.000,10.0
2025-12-19 14:14:01,73.250,53.79000,21600.000,10.0
2025-12-19 14:14:06,74.120,6.84000,21600.000,10.0
2025-12-19 14:14:11,42.930,90.59000,21600.000,10.0
2025-12-19 14:14:16,33.750,93.70000,21600.000,10.0
2025-12-19 14:14:21,24.870,72.24000,21600.000,10.0
2025-12-19 14:14:26,68.670,4.04000,21600.000,10.0
2025-12-19 14:14:31,79.310,71.25000,21600.000,10.0
2025-12-19 14:14:36,26.570,9.60000,21600.000,10.0
2025-12-19 14:14:41,37.510,8.92000,21600.000,10.0
2025-12-19 14:14:46,99.660,31.81000,21600.000,10.0
2025-12-19 14:14:51,93.440,58.31000,21600.000,10.0
2025-12-19 14:14:56,92.410,83.89000,21600.000,10.0
2025-12-19 14:15:01,88.120,79.12000,21600.000,10.0
2025-12-19 14:15:06,97.280,33.36000,21600.000,10.0
2025-12-19 14:15:11,14.960,78.36000,21600.000,10.0
2025-12-19 14:15:16,9.990,41.63000,21600.000,10.0
2025-12-19 14:15:21,79.170,19.30000,21600.000,10.0
2025-12-19 14:15:26,83.330,37.20000,21600.000,10.0
2025-12-19 14:15:31,53.440,46.58000,21600.000,10.0
2025-12-19 14:15:36,2.980,79.17000,21600.000,10.0
2025-12-19 14:15:41,24.690,12.90000,21600.000,10.0
2025-12-19 14:15:46,6.520,67.49000,21600.000,10.0
2025-12-19 14:15:51,93.030,0.99000,21600.000,10.0
2025-12-19 14:15:56,33.960,60.50000,21600.000,10.0
2025-12-19 14:16:01,24.980,41.59000,21600.000,10.0
2025-12-19 14:16:06,7.270,25.79000,21600.000,10.0
2025-12-19 14:16:12,27.680,36.37000,21600.000,10.0
2025-12-19 14:16:17,93.200,14.95000,21600.000,10.0
2025-12-19 14:16:22,59.520,64.73000,21600.000,10.0
2025-12-19 14:16:27,58.810,42.35000,21600.000,10.0
2025-12-19 14:16:32,33.690,64.57000,21600.000,10.0
2025-12-19 14:16:37,57.740,3.17000,21600.000,10.0
2025-12-19 14:16:42,73.600,87.71000,21600.000,10.0
2025-12-19 14:16:47,51.600,63.24000,21600.000,10.0
2025-12-19 14:16:52,16.290,62.29000,21600.000,10.0
2025-12-19 14:16:57,65.310,68.53000,21600.000,10.0
2025-12-19 14:17:02,64.470,41.22000,21600.000,10.0
2025-12-19 14:17:07,5.450,28.92000,21600.000,10.0
2025-12-19 14:17:12,7.660,47.67000,21600.000,10.0
2025-12-19 14:17:17,41.160,59.69000,21600.000,10.0
2025-12-19 14:17:22,33.030,38.31000,21600.000,10.0
2025-12-19 14:17:27,32.740,74.99000,21600.000,10.0
2025-12-19 14:17:32,25.100,82.49000,21600.000,10.0
2025-12-19 14:17:37,43.270,76.49000,21600.000,10.0
2025-12-19 14:17:42,41.980,99.62000,21600.000,10.0
2025-12-19 14:17:47,68.710,25.60000,21600.000,10.0
2025-12-19 14:17:52,29.220,43.97000,21600.000,10.0
2025-12-19 14:17:57,97.110,12.88000,21600.000,10.0
2025-12-19 14:18:02,9.050,76.05000,21600.000,10.0
2025-12-19 14:18:07,76.340,6.24000,21600.000,10.0
2025-12-19 14:18:12,67.660,55.09000,21600.000,10.0
2025-12-19 14:18:17,75.240,80.43000,21600.000,10.0
2025-12-19 14:18:22,77.590,69.71000,21600.000,10.0
2025-12-19 14:18:27,81.570,90.33000,21600.000,10.0
2025-12-19 14:18:32,70.440,23.39000,21600.000,10.0
2025-12-19 14:18:37,55.960,94.47000,21600.000,10.0
2025-12-19 14:18:42,35.680,15.23000,21600.000,10.0
2025-12-19 14:18:47,73.100,44.24000,21600.000,10.0
2025-12-19 14:18:52,28.480,1.11000,21600.000,10.0
2025-12-19 14:18:57,19.950,23.50000,21600.000,10.0
2025-12-19 14:19:02,32.040,38.27000,21600.000,10.0
2025-12-19 14:19:07,89.040,20.18000,21600.000,10.0
2025-12-19 14:19:12,95.060,80.54000,21600.000,10.0
2025-12-19 14:19:17,82.570,64.29000,21600.000,10.0
2025-12-19 14:19:22,19.250,8.84000,21600.000,10.0
